mads,resultados,VART_s,av_s,rob_s,DIFDER_s,proy,integrals,rulds,os,rEucliDs,resultados_low,resultados_row,resultados_DeltaM,resultados_slope,resultados_slope_min,resultados_r_value,resultados_r_value_min,resultados_eta,resultados_reDSign,resultados_rbLeon,resultados_rbLeon_sign,random
1.0,0.6473198684703401,0.882592564694602,-0.0643742412757217,0.9202074711146834,-0.00013147080222565793,0.0697569476729714,0.0963551039928487,-0.1036462134436226,0.9251014452169294,0.1074489742356278,0.0694007168461501,-0.0739113766720831,,0.0529561913104589,-0.150210668186184,0.0567055112047359,0.0898301442706148,-0.0415189293020606,-0.0641675902752975,0.2490497747983778,-0.0018325066613951,0.0217012952199878
0.6473198684703401,1.0000000000000009,0.7014925426997176,-0.1380207139954516,0.5669896730213219,-0.0396203879714573,0.0551343012559462,0.0870666753573837,-0.093029855641864,0.5387549183764965,0.1513794375116145,0.0367355452423442,0.0090916617079694,,0.0897989026648615,-0.1159925713126027,0.0951649912573952,0.1144118321157324,-0.1305887834835429,-0.0584618958745928,0.1199376498925308,0.0533365374432141,0.0353135076479975
0.882592564694602,0.7014925426997176,0.999999999999998,-0.1128212695341404,0.7562394611154958,-0.048719141588872,0.0813345623733299,0.0816844641515527,-0.1043289148693655,0.8974579210066443,0.0585764497301253,0.0523967033237771,0.0039642198842289,,0.0692917450862822,-0.1959115160983846,0.0531948910382613,0.0420868124932969,-0.0328587272559938,-0.0379169455120106,0.2332873356956381,-0.011253552783418,0.0284519178309606
-0.0643742412757217,-0.1380207139954516,-0.1128212695341404,0.9999999999999988,-0.0494846269393531,0.001349883340075,-0.0365714321581306,0.1054485412464346,0.1058990257033618,-0.0526237934241988,0.0411137068337627,-0.0385208945341959,-0.0298072294903002,,-0.0829084533573407,-0.0060155020625936,-0.0589409417257293,-0.007063352619476,0.3775615271667357,-0.0615830738058123,0.0927487652650633,-0.073352852310565,0.0220536305488086
0.9202074711146834,0.5669896730213219,0.7562394611154958,-0.0494846269393531,0.9999999999999976,-0.001044901763014,0.05572035600402,0.0886414431161193,-0.1037590261766077,0.7974405480239068,0.104396488508314,0.0502413440908319,-0.0889551440998263,,0.0663252998209414,-0.0892443509006233,0.0367701691828575,0.1094007102836674,-0.0391166293104843,-0.0449783025321531,0.2160014608146826,-0.0256563916286513,0.0168161456247763
-0.00013147080222565793,-0.0396203879714573,-0.048719141588872,0.001349883340075,-0.001044901763014,1.0000000000000009,-0.0261618436028728,-0.0013499386693683,0.002424054086072,-0.0126592127989962,0.0049928813319885,0.1183343387747086,-0.0256808565254811,,-0.0225214966641749,-0.1797440179892112,-0.0338193254991895,-0.0821962389128914,0.0037999378481554,-0.2169440799306622,-0.0186640548284574,-0.0698338748092322,0.0064273291006388
0.0697569476729714,0.0551343012559462,0.0813345623733299,-0.0365714321581306,0.05572035600402,-0.0261618436028728,1.000000000000001,-0.00023579133326768437,0.0116404943614063,0.0761471766165946,-0.0007192369580389263,-0.007717961213701,0.0006463273976095139,,0.0074039039744347,-0.0082866447059004,0.0132862787874774,0.0112533080841525,-0.0315585891770803,0.0183568812211537,-0.0006416859166921478,0.0607684449179995,0.0007551672063619283
0.0963551039928487,0.0870666753573837,0.0816844641515527,0.1054485412464346,0.0886414431161193,-0.0013499386693683,-0.00023579133326768437,0.9999999999999996,0.0352265850846326,0.0767697956656454,0.2540887358051836,9.140523770453775e-06,-0.0125087980430388,,0.0176682379653568,0.1020677768111025,0.0248692251417562,0.1282670393353093,-0.0192134814621499,-0.0278821059041044,0.0438177741803369,-0.0088347708021574,0.0206244642683372
-0.1036462134436226,-0.093029855641864,-0.1043289148693655,0.1058990257033618,-0.1037590261766077,0.002424054086072,0.0116404943614063,0.0352265850846326,1.000000000000001,-0.0812891956187291,0.019877206792742,-0.031901896691349,-0.015467850648239,,-0.1830621445576739,0.0219999049727706,-0.0929694929933688,0.0288433693246068,0.0246065450323366,0.0351880398846087,-0.0436439173885067,-0.0509944275612482,0.0086482565552921
0.9251014452169294,0.5387549183764965,0.8974579210066443,-0.0526237934241988,0.7974405480239068,-0.0126592127989962,0.0761471766165946,0.0767697956656454,-0.0812891956187291,0.999999999999998,0.1027654819954189,0.0682388426483019,-0.0275454821967115,,0.0463159480170976,-0.175996488744132,0.0742142105543873,0.080449872468862,-0.0159792569931297,-0.0561874415226273,0.2827614912689163,0.006841205561064,0.0349808426414825
