Type,resultados_slope_min,proy,integrals,resultados_r_value_min,rob_s,resultados,rEucliDs
Variable,0.44638447797987896,-0.04934002971207793,-0.38747347869914733,2.134742096172152,0.03187589999999945,-0.24266762212568935,1.103591344957868
Variable,0.4359507642265974,-0.09143896585030539,1.4195924336383632,1.0898529621222224,0.051149700000000624,0.4399619116930262,1.1218952408429637
Variable,0.44262407288982053,-0.12499763286645073,-0.3394781792490996,0.5691408343476484,0.02816939999999756,-0.38250260090637844,1.2585785323920604
Variable,0.44748709106822027,0.04445891450057928,2.2100777091137975,-0.1399128880334916,0.020756400000000348,-0.5554282998565484,1.0958094282214543
Variable,0.4430583621475565,-0.04207569302818466,0.5235479200317381,1.8228619011125262,0.07264739999999924,0.9245808457879399,1.0958116568388423
Variable,0.43111570854096104,-0.0736535215309661,1.2351876730960394,0.4061225986162487,0.16456859999999834,-1.5518859539922325,0.6778358463774002
Variable,0.0,-0.08696475374793534,-0.18695487595498925,0.0,0.057821399999999565,-0.4091886655591843,1.2978121780645084
Variable,0.44528677954159784,-0.08845185185242961,0.19391563786461735,1.201298879781166,0.054856199999998564,-0.38036771573415534,1.0958091815471924
Variable,0.44528677954159784,-0.08845185185242961,0.19391563786461735,1.201298879781166,0.054856199999998564,-0.38036771573415534,1.0958091815471924
Variable,0.4456452555768142,-0.06327787523740737,0.14699043156745306,0.8867293467993237,0.03187590000000077,-1.4675579896893727,0.5239290919613732
Variable,0.44609049986265387,-0.035966407839893556,-0.34937321196391,-0.33812917834201556,0.03039330000000027,0.34709440670126995,1.0219633891584314
Variable,0.43929088577470576,-0.037378947369756874,0.3020468720354845,0.4100495898976303,0.11416019999999993,0.18270824844000003,1.0958115378900128
Variable,0.42533569876074157,-0.1122483774315891,1.409090339144103,0.3032921006877886,0.0637517999999989,1.095371659565883,1.1218990655217533
Variable,0.4408805956675618,-0.08445585362508166,-0.11574072631339043,0.9556955584143354,0.057821400000000855,0.378050241698522,1.1079682076573125
Variable,0.43792162865523604,-0.1225974979262855,-0.24413978224432548,0.21358633761575563,0.0252041999999992,-1.8022012404355308,1.0958101951357513
Variable,0.4039579174173169,-0.12499297974438248,0.5441509678290952,0.016815147340032515,0.07338869999999752,1.932246647077802,1.4363973371714798
Variable,0.4477008237534461,-0.09086544931664264,0.46601130396233575,0.17212514605664184,0.03409980000000085,-1.968188562575969,1.0958095781148482
Variable,0.44725593804468744,-0.04995063144600924,0.06249174158789028,2.088877969476652,0.06968219999999957,1.3718392893689284,1.1218974953827345
Variable,0.4345818466868383,-0.06937907968651395,-0.3322716436622165,-0.8330540238309118,0.1341753000000007,0.29105367093038226,0.8494432491644691
Variable,0.44307263664011426,-0.060576825659835944,-0.34826341071710404,0.3723541557414866,0.016308599999998865,-0.5847829709746303,1.1218943230108547
Variable,0.44307263664011426,-0.060576825659835944,-0.34826341071710404,0.3723541557414866,0.016308599999998865,-0.5847829709746303,1.1218943230108547
Variable,0.44307263664011426,-0.060576825659835944,-0.34826341071710404,0.3723541557414866,0.016308599999998865,-0.5847829709746303,1.1218943230108547
Variable,0.4459584599647722,-0.036422429602164214,0.46437246686014283,1.5949147570629756,0.040771499999999794,0.3561676686832248,0.22100746999004914
Variable,0.44734823666084583,-0.07202312065079275,-0.40873694807316713,0.8836717859853587,0.032617199999999034,-0.309916505050755,1.095809354331218
Variable,0.43502605387439125,-0.11281860012894217,0.36487002837143434,-0.4386439032467991,0.09043859999999991,-0.19836875480203436,1.121902550080609
Variable,0.4403531882610027,-0.10387820487627653,0.1751480996327785,-0.6745595862408603,0.04447800000000168,-0.12631638023946576,1.0958140511598329
Variable,0.4364760884803241,-0.117009927861052,-0.32578967521739455,-0.4493985218616187,0.0370649999999979,-1.2610078492766728,1.0958141087807007
Variable,0.4286028961919173,-0.0902139661144005,0.6362491666872829,-0.8259892949777554,0.05930399999999874,-1.0768740031723285,1.0958111827858188
Variable,0.4286028961919173,-0.0902139661144005,0.6362491666872829,-0.8259892949777554,0.05930399999999874,-1.0768740031723285,1.0958111827858188
Variable,0.44713725380470565,-0.05650829010674333,-0.20048488840545858,-0.0669374195772332,0.026686800000001013,-0.22772342592011813,1.0958111376039466
Variable,0.4472485801620442,-0.05522160391037431,0.9993782029506026,1.5612784836803093,0.10452329999999865,-0.876194796983247,1.0331362528039179
Variable,0.4472485801620442,-0.05522160391037431,0.9993782029506026,1.5612784836803093,0.10452329999999865,-0.876194796983247,1.0331362528039179
Variable,0.4410990652753945,-0.14714943813391732,-0.28270522129223535,0.6314411686994188,0.06078660000000054,-1.1878880321279925,1.1218971649430125
Variable,0.41370696947633034,-0.35729708937217153,1.4536897042632808,-0.8427534927395202,0.10081680000000075,0.30439670325678514,1.4416813797568742
Variable,0.44811256741840544,-0.03639599337898314,0.2467951223247571,2.6843778809265846,0.22090739999999864,1.5863952491774678,1.375748585983425
Variable,0.4350247277465719,0.15863285861792015,19.90083822122374,0.7914124400102486,0.16012080000000076,0.33215021049570065,0.9396505988453514
Variable,0.4443505230846256,-0.005355776591648589,0.08245720623769355,1.7929720710105252,0.10971239999999978,-1.9073443351675765,1.0958172321434183
Variable,0.43596180820943875,-0.05863414148734728,-0.36393416604442375,0.18316717549989864,0.023721600000000016,0.005512779145383864,1.1718700511193758
Variable,0.43877709547481203,-0.19564450197526495,2.6073962864756295,1.6475988841059717,0.21645960000000114,0.9181761902712667,1.0958126424436496
Variable,0.0,-0.13144624348100356,1.59471328118962,0.0,0.054114899999998974,-0.5228713009801261,1.5580015862836818
Variable,0.44698881705544086,-0.0665011511126524,0.06211963926908312,1.561346906450576,0.025204199999999205,-1.4568835638282513,1.2442202336989474
Variable,0.4481194137826759,-0.13209441904840746,0.6191250017429155,0.8467991320209949,0.03632369999999962,-1.7338849149243536,1.2361919967120403
Variable,0.42726335457591097,-0.0609796822448071,-0.22770096530373707,0.13938440694033172,0.11267760000000072,0.5034747455666986,1.0958161858999462
Variable,0.44354971443173424,0.05638011872046539,-0.11776609018918392,2.555913263078952,0.20756399999999825,0.9539355169060236,0.19410480640515507
Variable,0.44324642017609245,-0.0035415080077248035,0.5558021406302001,1.0850318610619576,0.20163360000000147,2.0336536927584583,0.3820227453840274
Variable,0.0,-0.06728490947212394,1.5894929522480936,0.0,0.023721600000000016,0.16883149482054227,1.2893164484670852
Variable,0.43584141769917006,-0.20120445117006422,1.1837437996194926,0.27467454717162443,0.18532500000000002,1.2544206048965931,0.45459809453441496
Variable,0.4292447591846279,-0.12683121468338604,0.615926230226859,-0.6724526126055115,0.0252041999999992,-2.4757575122722932,1.0958163898052582
Variable,0.43502605387439125,-0.11281860012894217,0.36487002837143434,-0.4386439032467991,0.09043859999999991,-0.19836875480203436,1.121902550080609
Variable,0.4370011878562547,-0.17815662138509267,-0.3597329743359382,1.2977520617287828,0.08450819999999794,0.4154107322124472,1.120483575496945
Variable,0.41942223645877574,-0.03198514782542236,0.9224948590783814,0.5657686444957335,0.04299540000000251,0.7922179651100335,1.1719010143551911
Variable,0.4384257791287661,-0.0021086953878512527,1.2852236246264919,0.6569317977434421,0.05559749999999947,1.3323439136827782,1.244228253668107
Variable,0.4377713624198133,0.013553355096644177,3.934833807939374,1.1157376135880137,0.09711030000000016,0.7740714411461276,0.7071431611315564
Variable,0.0,-0.01716383054271577,1.2649563307038343,0.0,0.06819959999999906,-0.682987688896948,1.0421891757672774
Variable,0.44609049986265387,-0.035966407839893556,-0.34937321196391,-0.33812917834201556,0.03039330000000027,0.34709440670126995,1.0219633891584314
Variable,0.44698881705544086,-0.0665011511126524,0.06211963926908312,1.561346906450576,0.025204199999999205,-1.4568835638282513,1.2442202336989474
Variable,0.44347002979035943,-0.10118888212178355,0.030456570948780754,1.8916013061317245,0.02223900000000084,-1.3186497489267306,0.6952512252953293
Variable,0.4222371398562411,-0.0999821513100913,-0.41532139725531203,0.10273463313148054,0.03780630000000012,-0.37449678151053895,1.0958145932342425
Variable,0.4319711688382636,-0.17227407122190702,0.44306907877685936,0.9582878581015392,0.05337359999999937,0.5904713163348384,1.1718682307451944
Variable,0.43918315614255576,-0.03950572202809491,1.1456671936975709,2.303178540406122,0.05485620000000119,0.8434552092434164,1.095827519759055
Variable,0.41872934318662086,-0.20619221532343268,1.0336509280192165,0.9807035830733668,0.04077149999999847,0.9768855325074343,1.177983769157115
Variable,0.4331173451327662,-0.04127787486905203,0.6770852378911716,0.6476733806384604,0.06449309999999848,0.17470242904415864,1.321202705253128
Variable,0.44725452357682244,-0.07617535287959706,0.5855100225536496,-0.7597711974242565,0.035582400000001346,-1.3816288615073444,1.0958090627881396
Variable,0.44994165900740085,0.0341430998586935,-0.42358168939454105,3.641196469745484,0.09636899999999926,0.8829505849295666,0.39532757291988363
Variable,0.4292447591846279,-0.12683121468338604,0.615926230226859,-0.6724526126055115,0.0252041999999992,-2.4757575122722932,1.0958163898052582
Variable,0.4407969007296345,-0.13230457748538446,-0.12585911996297716,0.6408630005619249,0.054114900000002915,-1.0501879385195265,1.0958169226648367
Variable,0.44781013736990727,-0.23618301636951605,0.6105104847519277,-0.3295150788507544,0.031134599999999853,0.7057551156349504,1.1677590881799491
Variable,0.44811256741840544,-0.03639599337898314,0.2467951223247571,2.6843778809265846,0.22090739999999864,1.5863952491774678,1.375748585983425
Variable,0.445191647835332,-0.03136327864946354,-0.4452907394646954,0.5554459646883357,0.024462899999999607,0.664658576069632,1.1716785443117617
Variable,0.4410990652753945,-0.14714943813391732,-0.28270522129223535,0.6314411686994188,0.06078660000000054,-1.1878880321279925,1.1218971649430125
Variable,0.44720828318114536,-0.07321666808579494,-0.2418713731371509,-0.055058867697875956,0.07709519999999807,-0.28109555522572605,1.0958162922883357
Variable,0.43817824651814963,-0.02156487590169676,-0.3074813221542765,0.4741579983231209,0.12009060000000192,-0.4785724336564712,1.0958111604358192
Variable,0.44067165858443225,0.06917787612528246,1.215684041239945,1.0803277544223775,0.16456860000000095,1.0873658401700415,1.2503525627468284
Variable,0.4484314798555781,-0.2533571501738844,0.14441303212976195,0.8529416081667972,0.034099799999999535,-0.13111987187697058,1.3073476779387458
Variable,0.4439492330402709,-0.08530114131925291,-0.1761776254272005,0.334616777234709,0.013343400000000505,-0.687257459241398,1.1377627092959448
Variable,0.44457607922808107,-0.16321002748509653,-0.16558454518145102,1.6877125415005436,0.09859289999999932,0.5152166140139333,1.095815503207321
Variable,0.4375054800081707,-0.11378793010268486,-0.1303644851057866,-0.2607438090383875,0.04077150000000111,-2.1576596216108728,1.0958096687288388
Variable,0.4327526472832572,-0.0763073923233668,0.9265511271729941,-0.832288612640931,0.017791200000000673,-1.0373786274861803,1.243264965899036
Variable,0.44712914071856,-0.09372904900543803,0.293587633560273,1.242543607190375,0.06745829999999947,0.23501293515949448,1.052482248585463
Variable,0.4429898145186723,-0.06634245187296015,0.03904587571180355,1.1073477406307204,0.05189099999999757,-0.011566302232410442,1.1992847432492
Variable,0.4429898145186723,-0.06634245187296015,0.03904587571180355,1.1073477406307204,0.05189099999999757,-0.011566302232410442,1.1992847432492
Variable,0.43685486116410466,-0.07107612052618067,-0.11290180014751111,-0.7700774999942531,0.038547599999999696,0.18591057619833656,1.32777021029484
Variable,0.44209497914496393,-0.11928378100684736,-0.101675135749007,1.2417705924628946,0.02965200000000068,0.125066348789944,1.0851453242957838
Variable,0.4400106176065755,-0.08081574073486067,-0.40789165139233896,-0.8067446475558345,0.03706500000000053,0.2371478203317195,1.0192072316521312
Variable,0.4500899812366112,-0.22549028342747435,-0.43180381083339153,3.5659840013949666,0.07413000000000104,0.003911615266215588,0.1626457441804762
Variable,0.44060542693167015,-0.10120565050580337,-0.13077601549410822,0.6129357553833529,0.08747339999999892,0.125066348789944,1.2218429134009343
Variable,0.44060542693167015,-0.10120565050580337,-0.13077601549410822,0.6129357553833529,0.08747339999999892,0.125066348789944,1.2218429134009343
Variable,0.4453334161386817,-0.11160696504023301,-0.20369445604351774,-0.6179014697820372,0.03261720000000035,0.33375137437486896,0.9360170486619227
Variable,0.4474187138813561,-0.11480970133894071,0.5162995598962653,0.5249926685586599,0.08154299999999959,1.2779043417910587,1.3011149936400042
Variable,0.4400402127325881,-0.053656695527016324,0.06504613683242307,0.17485354006873335,0.04596060000000086,-1.990604856884323,-0.25948188220026175
Variable,0.4404088602683539,-0.0917554279685857,0.1178964261173359,-0.6147772102414811,0.02891069999999846,-0.39744679711194963,1.3262614699344415
Variable,0.0,-0.12460469698135652,0.22933896199034698,0.0,0.05485620000000119,0.19231523171500967,1.1718111762106773
Variable,0.44049361167744433,-0.08280993686263714,0.5246064695314109,0.8431459744236166,0.08154299999999957,0.7537900320099967,1.1718690228091344
Variable,0.4443315265689967,-0.1466802175196334,1.7051521427355911,-0.49666478350495485,0.08080170000000131,1.4721788924634691,1.2432756382067203
Variable,0.0,-0.08011503193922893,0.3647856416376702,0.0,0.060045300000002286,-0.48230848270786447,1.9926407764663483
Variable,0.44503068459443523,-0.08569503920948733,1.6478410286339071,-0.2927914779656729,0.08450820000000189,0.9630087788879765,1.1615549406639971
Variable,0.44028731490546014,-0.06735653087703732,-0.4309830429366911,1.494075997534974,0.04744320000000003,0.06315467879543989,0.5298222256761714
Variable,0.44028731490546014,-0.06735653087703732,-0.4309830429366911,1.494075997534974,0.04744320000000003,0.06315467879543989,0.5298222256761714
Variable,0.0,-0.04853337272074303,-0.4566607476161956,0.0,0.022238999999998208,0.16029195413164415,1.4953440394550293
Variable,0.43596180820943875,-0.05863414148734728,-0.36393416604442375,0.18316717549989864,0.023721600000000016,0.005512779145383864,1.1718700511193758
Variable,0.4485501231050049,-0.07771868024001394,0.28096304812444856,2.034252427172378,0.010378200000002148,-1.4168544668490464,1.4517691370284571
Variable,0.4456401825122134,-0.09365569448280692,0.7984720924225224,1.4542546441565305,0.062269199999998415,0.14961752827052485,1.1269518763201012
Variable,0.43877709547481203,-0.19564450197526495,2.6073962864756295,1.6475988841059717,0.21645960000000114,0.9181761902712667,1.0958126424436496
Variable,0.41872934318662086,-0.20619221532343268,1.0336509280192165,0.9807035830733668,0.04077149999999847,0.9768855325074343,1.177983769157115
Variable,0.4475105751873372,-0.03239734927641257,-0.27608519334940534,0.6782649864919845,0.10378200000000172,1.217060114382666,1.1218984376049779
Variable,0.4282511635267717,-0.09477958009224006,1.7729111451908839,-0.7347610834134035,0.06449309999999848,1.7454441945081762,0.933023833394885
Variable,0.4482475194781782,-0.0708309898389625,-0.3461031470332578,2.5261125716555233,0.0429954000000025,-0.044657022401885606,1.1551922550231084
Variable,0.4463781622401554,-0.005971527510129493,0.22440753098508634,1.0329551871197382,0.09043859999999859,1.1343333139589764,1.4684188955824813
Variable,0.42741112532918224,-0.13901128382541178,0.23765344155003848,-0.3139128497503106,0.07561260000000024,2.178825884469709,1.3057090731801566
Variable,0.4457623829132977,-0.07869757673301651,-0.3818626910074178,1.3143462367056213,0.05040840000000103,-0.1631431494603342,1.139999523865314
Variable,0.41767015166249205,-0.10572202193339947,1.0848893992082214,0.6975968540854411,0.09488640000000007,1.654711574688645,1.4354892076907042
Variable,0.4284352180323976,-0.0440103042083071,0.37171291126054595,-0.6727499987088388,0.04299539999999986,0.09677912025797177,1.0958154539880915
Variable,0.44043431229378244,-0.11893691702932711,1.4372619639650974,0.5162138422958877,0.05337359999999937,1.1882391645576391,1.0504063018125716
Variable,0.44737374194206214,-0.07464235916538436,0.6542784780300243,2.463279430641263,0.07116480000000004,0.9357889929421177,1.0958102839492088
Variable,0.44574956478574684,-0.07944449747527568,0.9121866542869109,-0.6925686789021059,0.054114899999997655,1.0911018892214328,1.095809940542865
Variable,0.4427395770379406,-0.10145318081196646,-0.42474181594675264,-0.8408913884297555,0.02965200000000068,-1.593516214850606,0.9532041600232026
Variable,0.44825946559325863,-0.10513739813519166,-0.16009386291655334,2.2550141982760556,0.1008167999999994,0.6619899696043521,1.095811410648908
Variable,0.4381033029998298,0.10405532417021955,-0.24051201360448998,0.8277495592426064,0.06819960000000169,0.9432610910449024,1.3011145221916067
Variable,0.4341245047682301,0.001554308858055473,0.17345079587381707,-0.7422116608730335,0.09933419999999761,0.7415144422697054,1.095810952760851
Variable,0.0,-0.23111419498736463,0.7104479802976694,0.0,0.03780630000000012,0.1608256754247009,1.312735861141095
Variable,0.0,-0.08447417361289368,0.17380093075610326,0.0,0.03261720000000036,-0.18822805023396988,1.1459948814454743
Variable,0.43945465178531823,-0.10665172326849852,0.09134420997168924,-0.5896709658556935,0.048925800000000526,1.5885301343496927,1.2432654893044293
Variable,0.44881475231371765,-0.054715871772033124,0.2546940595192346,3.0577995200317347,0.04447800000000169,0.7879481947655854,1.1553813107361584
Variable,0.44644648908868295,-0.08243868546635891,-0.11475040176388235,1.1677273969456967,0.03187589999999945,0.8445226518295279,1.1718668679314135
Variable,0.44723385129598714,-0.104157043075333,-0.2813319356720803,2.9013964007574113,0.04744320000000003,-0.7011342128608539,1.228285635806539
Variable,0.44723385129598714,-0.104157043075333,-0.2813319356720803,2.9013964007574113,0.04744320000000003,-0.7011342128608539,1.228285635806539
Variable,0.4430583621475565,-0.04207569302818466,0.5235479200317381,1.8228619011125262,0.07264739999999924,0.9245808457879399,1.0958116568388423
Variable,0.4491908119174678,-0.07666416611764892,-0.022322392644821113,2.314150380599436,0.048184499999998305,1.1348670352520311,1.1718666548725638
Variable,0.44470083469190796,-0.09606729107221179,-0.3842974070274881,1.6450303358566243,0.09340380000000091,1.4625719091884595,1.2432646885321101
Variable,0.43111570854096104,-0.0736535215309661,1.2351876730960394,0.4061225986162487,0.16456859999999834,-1.5518859539922325,0.6778358463774002
Variable,0.43111570854096104,-0.0736535215309661,1.2351876730960394,0.4061225986162487,0.16456859999999834,-1.5518859539922325,0.6778358463774002
Variable,0.4380576435250488,-0.08513943503133313,0.14706824233003915,0.30691375315048075,0.12602100000000127,2.174022392832204,0.9640501944250699
Variable,0.44403884939252114,-0.09471751205032158,-0.14303329783837135,1.3096060913747278,0.07635389999999984,0.9459296975101822,1.251408418637153
Variable,0.4302068478183295,-0.02512739282779878,0.14388331925134798,-0.4948613850918075,0.1304688000000014,1.7726639804540367,0.3582719439995496
Variable,0.4422112373064146,-0.1192810024644432,1.0413657159329908,1.9101323892641426,0.09192119999999909,1.5250173004760204,0.6831882201956402
Variable,0.429916151520166,-0.11969688662113202,-0.32104815379532436,-0.4798425074614781,0.06819959999999907,0.87974825717123,1.1987771527485784
Variable,0.429916151520166,-0.11969688662113202,-0.32104815379532436,-0.4798425074614781,0.06819959999999907,0.87974825717123,1.1987771527485784
Variable,0.429916151520166,-0.11969688662113202,-0.32104815379532436,-0.4798425074614781,0.06819959999999907,0.87974825717123,1.1987771527485784
Variable,0.429916151520166,-0.11969688662113202,-0.32104815379532436,-0.4798425074614781,0.06819959999999907,0.87974825717123,1.1987771527485784
Variable,0.43929088577470576,-0.037378947369756874,0.3020468720354845,0.4100495898976303,0.11416019999999993,0.18270824844000003,1.0958115378900128
Variable,0.4445069644476307,-0.10296677074697554,0.8076259574383001,1.8919430764510665,0.03113459999999985,0.5755271201292691,1.1218941240364624
Variable,0.4428743342343962,-0.04533402016692487,-0.18641303445462584,-0.8386345537379206,0.08599079999999971,0.1400105449955152,1.0040268066411984
Variable,0.40387726676767677,-0.11370295386677803,1.7267213463941709,-0.3696748050391479,0.12305580000000027,1.6034743305552621,1.2432728628013285
Variable,0.40387726676767677,-0.11370295386677803,1.7267213463941709,-0.3696748050391479,0.12305580000000027,1.6034743305552621,1.2432728628013285
Variable,0.44137887428868094,-0.06344622682945719,-0.23606501721987352,-0.7142436034345154,0.045960599999998235,0.3027955393776169,1.095818181128672
Variable,0.4463498867959938,-0.1445908161125462,0.6659058900953895,1.1141928294767491,0.12972750000000177,0.8786808145851185,1.095816961121271
Variable,0.42935674823388437,-0.058209080248209186,-0.28971277445794114,-0.39504264831576086,0.03928889999999929,0.21313036214419537,0.8104738026658387
Variable,0.4433209083793419,-0.06387061321661838,0.9217646120465969,-0.6554431760022283,0.04299539999999986,0.9069680431170888,1.09580902993257
Variable,0.44053975327639366,-0.08258457179774961,0.050911791946519014,-0.4390777273510775,0.04151280000000069,-2.488033102012583,1.1079643415908242
Variable,0.44234665110125204,-0.09259184373273398,0.40657506668618226,1.2802781394410387,0.07042350000000047,0.17096637999276726,1.121893838432395
Variable,0.4477661852647271,-0.10939898172535793,-0.06360612608460761,1.0135133184994267,0.09859289999999932,-0.14126057644503506,1.0958110014499474
Variable,0.43654454321580083,-0.12312704857570375,0.35942617469905636,0.43286338161298443,0.025945500000000104,0.46344564858749354,1.095818866928087
Variable,0.4222371398562411,-0.0999821513100913,-0.41532139725531203,0.10273463313148054,0.03780630000000012,-0.37449678151053895,1.0958145932342425
Variable,0.445267211078385,-0.08930054479118311,0.15993381489379987,-0.7704786357898339,0.026686800000001017,0.37378047135407394,0.40449703168711615
Variable,0.44888123109763584,-0.09013296823316108,-0.3447887445013577,2.0949926418790796,0.057821399999999565,1.0025041545741267,1.095808799017144
Variable,0.44682871654422646,-0.03512352379517179,-0.4307480334039416,1.8793436533999393,0.05114969999999798,1.110315855771452,0.9089333239517299
Variable,0.0,-0.10978373109790474,0.31289684488560154,0.0,0.06375180000000154,0.3454932428221017,0.983898494207401
Variable,0.0,-0.10978373109790474,0.31289684488560154,0.0,0.06375180000000154,0.3454932428221017,0.983898494207401
Variable,0.44912043496584464,-0.08204670636008199,0.8966015221417062,1.981976267213014,0.035582400000001346,0.5664538581473161,1.0958108589403683
Variable,0.0,-0.0689779336226109,1.3258479370452771,0.0,0.0696822000000009,0.7511214255447151,0.8296717629630177
Variable,0.4375054800081707,-0.11378793010268486,-0.1303644851057866,-0.2607438090383875,0.04077150000000111,-2.1576596216108728,1.0958096687288388
Variable,0.44285094325316804,-0.08680554227553967,-0.15125668208186577,-0.6197543706077089,0.054114900000000285,-1.1302461324779365,1.0958098387707007
Variable,0.43971880163494154,-0.06784224508635586,-0.006090678912282258,0.13419588352974327,0.017791200000000673,-0.24213390083263261,0.8151259314119674
Variable,0.4327526472832572,-0.0763073923233668,0.9265511271729941,-0.832288612640931,0.017791200000000673,-1.0373786274861803,1.243264965899036
Variable,0.44209497914496393,-0.11928378100684736,-0.101675135749007,1.2417705924628946,0.02965200000000068,0.125066348789944,1.0851453242957838
Variable,0.44188176626977554,-0.08292504992720826,-0.010150124367167139,0.5681389001557049,0.023721600000000016,-0.1674129198047823,0.8794260742083301
Variable,0.4314030913770067,-0.07320378997922265,-0.21126716274187396,-0.16573711566961222,0.045960599999998235,0.17310126516499036,1.4452263466109763
